Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
113930,2.079263,0.209828,-1.710224,0.398028,0.506441,-0.833311,0.233966,-0.274613,0.387203,-0.39953,-0.491186,0.516957,0.803147,-0.992778,0.129088,0.297778,0.412383,-0.379758,0.068078,-0.107433,-0.359731,-0.894766,0.324424,0.501939,-0.226309,0.172519,-0.058004,-0.029422,1.79,0
39966,-0.771044,0.882836,-1.336572,-1.724998,1.311513,4.013139,1.59076,-0.42911,-0.736537,-0.39066,-0.126785,-0.406212,-0.125469,0.433919,0.791517,0.258835,-0.643786,-0.067662,0.63401,-0.337052,0.660657,-0.47511,-0.181618,1.091696,0.246524,1.037423,-0.063247,-0.091483,304,0
2243,1.226045,-0.022482,0.506098,0.855552,-0.672954,-0.741619,-0.106891,-0.062205,0.662056,-0.156325,-0.885702,-0.221991,-1.34686,0.191886,-0.066714,-0.220988,0.107178,-0.552647,0.226345,-0.198482,-0.245534,-0.594098,0.026694,0.394406,0.408814,0.272851,-0.031415,0.010616,9.44,0
78856,-0.423536,0.119314,1.470485,-0.005558,-0.026135,-0.51659,-0.213411,0.132147,0.016082,-0.127676,-0.045884,0.270169,0.72577,-0.101462,1.852884,-0.30703,0.171768,-0.349812,0.520039,0.391539,0.218526,0.717623,0.108954,0.180421,-0.647463,1.191925,0.281298,0.136766,19.99,0
168980,-1.036589,0.426447,0.2968,-1.485146,2.083757,1.47719,1.149093,0.347848,-0.078326,-1.860048,1.0294,0.071262,-0.936904,-1.585625,-0.445135,-0.299795,1.209785,-0.337986,-0.9553,0.118191,-0.173037,-0.403269,-0.258529,-1.102749,0.669361,0.00321,-0.157204,-0.158832,85.52,0
138994,2.190289,-0.648988,-1.527715,-1.091087,-0.232316,-0.962132,-0.214841,-0.286943,-0.956022,1.016306,0.965187,0.142248,0.256651,0.315404,-0.410162,1.077307,-0.117154,-1.279759,1.005098,-0.003901,0.091979,0.181816,0.161155,-0.392451,-0.065013,-0.309791,-0.049424,-0.074678,20,0
118266,-0.095227,1.212785,-0.650448,-0.203359,0.815452,-1.353367,0.989533,-0.36124,0.102088,-0.593392,-0.545025,-0.131067,0.3472,-1.094655,0.685863,0.057054,0.429516,0.724003,-0.151983,0.020818,0.282869,0.995724,-0.208779,-0.175384,-0.313888,-0.158896,0.110705,0.214902,2.51,0
155357,2.204826,-1.405807,-0.950349,-1.446352,-1.288669,-0.944644,-0.879049,-0.34235,-1.357151,1.528504,-0.87571,-0.360018,1.201173,-0.532374,-0.25221,-0.70202,0.513988,-0.310286,-0.199211,-0.304377,-0.129541,0.097021,0.176357,-0.076432,-0.164568,-0.161113,0.008199,-0.042599,62.59,0
22021,-1.126878,0.480564,0.670173,1.028863,-1.787472,1.171225,3.109558,-0.433905,0.761034,-1.211708,0.187653,-3.381891,0.11654,1.824501,-0.448581,-0.552762,0.921369,-0.183371,-0.52237,-0.137855,-0.102986,0.070781,0.124547,0.006981,0.387459,-0.290555,0.148102,-0.041246,565,0
151468,-1.080653,-0.673304,0.739836,-1.933435,0.829254,-0.73549,0.13214,-0.203456,-0.567645,-0.593326,-0.576862,-1.288817,0.090986,-2.519703,-0.198294,1.786582,0.951894,-0.378151,-0.361266,0.021272,0.202009,0.890733,0.354631,0.486475,0.142796,-0.217257,-0.062177,-0.110828,25,0
74843,-1.051053,-0.523024,3.128005,-1.152076,-1.426727,0.423105,-0.745015,0.515976,-0.050889,-0.168141,0.128462,0.844134,-0.262366,-1.208726,-2.92756,-1.741594,0.409143,1.243887,-0.3476,-0.233838,-0.448937,-0.47121,-0.097296,0.57989,0.170725,0.987676,0.265402,0.121845,40,0
146192,2.142695,-1.608358,-0.883444,-1.506195,-1.306459,-0.44402,-1.086382,-0.087265,-1.037265,1.473436,-1.099581,-1.038602,-0.330413,-0.320091,-0.196059,-0.512005,0.631755,-0.550288,0.08821,-0.325535,-0.614909,-1.529215,0.533322,0.55821,-0.671496,-0.695838,0.000342,-0.022285,86.87,0
151623,-1.170214,0.307679,1.17007,-0.773915,1.178732,0.084619,0.489563,0.269869,-0.416478,-0.515118,0.160746,0.172462,-0.391125,0.230407,-0.528339,0.391331,-0.843772,0.537792,0.403304,0.325935,-0.013154,-0.191388,-0.274262,0.199656,0.737045,0.359227,0.189176,0.113084,40.95,0
130720,1.991757,-0.211745,-1.146,0.630829,-0.200819,-1.114824,0.175789,-0.272021,0.727925,0.089574,-1.060448,-0.068215,-0.94515,0.430946,-0.098505,-0.169199,-0.189544,-0.713141,0.169206,-0.23262,-0.263823,-0.70721,0.27598,-0.050023,-0.235904,0.062353,-0.069046,-0.0559,34.91,0
141542,-1.338442,-0.231096,0.173971,0.491129,0.954901,-1.90258,-0.041667,0.172859,-0.548842,-0.637402,-0.474983,0.575291,0.669449,0.771564,0.947482,-0.727861,0.175761,0.064492,0.499964,0.278729,0.577774,1.231763,-0.229122,0.482131,-0.292255,-0.041975,0.104154,-0.088436,1,0
116175,2.233048,-0.893005,-1.674557,-1.002061,-0.20915,-0.496889,-0.451852,-0.148437,-0.066771,0.783755,-1.678132,-1.465356,-1.35383,0.113273,-0.239596,0.898771,0.262575,-1.468156,1.176508,-0.069689,-0.091183,-0.341492,0.182179,0.045902,-0.020825,-0.317299,-0.050679,-0.060895,29,0
31317,-0.817764,0.815879,1.5164,0.088269,0.7875,0.327916,0.848045,0.189183,-0.182313,-0.888293,-1.679577,-0.627346,-1.14696,0.074243,-0.500867,-0.281348,-0.197495,-0.479278,-0.53947,-0.176031,-0.106449,-0.254996,-0.420703,-0.799198,0.759032,-0.341445,0.04185,0.048003,20.3,0
66455,-0.641743,0.980843,1.091729,-0.245662,0.91179,-0.3001,1.12878,0.027279,-0.926054,-0.530057,0.356849,0.163927,-0.571132,0.631992,-0.418357,0.580514,-1.098754,0.254127,0.035155,-0.082173,-0.292478,-1.066774,-0.111394,-0.590115,0.099748,-0.849283,0.054265,0.093064,26.35,0
32775,1.347124,-0.756103,-0.485562,-0.96684,-0.186858,0.106759,-0.424865,-0.041787,-0.715446,0.601655,-1.39326,-1.339034,-0.244742,0.018692,1.089109,1.145276,0.099808,-1.287626,0.670553,0.182244,0.1824,0.317349,-0.310572,-1.294649,0.698228,-0.005657,-0.008649,0.003711,80.65,0
108897,1.874319,-1.090097,-1.214733,-0.646477,-0.655762,-0.933401,-0.327545,-0.398795,0.431926,0.581134,2.229619,-2.12024,2.273119,1.576514,-1.072507,0.997931,0.675822,-0.639189,0.330432,0.266757,0.457564,1.243964,-0.136526,0.040876,0.071208,-0.000648,-0.088269,-0.053231,165.65,0
152965,2.181479,-1.708338,-0.481142,-1.586508,-1.593448,-0.070428,-1.598844,0.037015,-0.986951,1.671576,0.133547,-0.165876,0.611492,-0.625787,-0.800562,-0.049011,0.001472,0.952866,0.118149,-0.33227,0.090832,0.765135,0.060142,-0.475407,-0.18634,0.017461,0.035805,-0.050779,49.23,0
136602,1.044677,-1.926615,-0.830701,0.970249,-1.293947,-0.574379,0.073083,-0.205413,1.038121,-0.116109,-0.885857,0.045755,-0.163561,0.133652,0.957234,0.595385,-0.635067,0.275272,-0.630048,0.776828,0.483627,0.401833,-0.249107,0.096745,-0.483607,0.302619,-0.10887,0.041214,500,0
149650,2.001135,-0.09039,-1.733909,0.282647,0.47101,-0.774515,0.492295,-0.335874,-0.006784,0.228244,0.733556,1.457921,0.807126,0.411332,-1.177623,-0.376868,-0.438223,-0.445862,0.523389,-0.098924,0.030577,0.253632,-0.007768,-0.306056,0.198434,0.560242,-0.097363,-0.08337,35.96,0
160423,2.070206,-0.052247,-1.255371,0.377224,-0.132117,-1.352597,0.172202,-0.36109,0.711937,0.026656,-0.778592,0.031852,-0.427977,0.558259,0.829426,-0.15858,-0.488792,0.036456,-0.25486,-0.277961,0.253959,0.880241,0.007523,0.070749,0.235771,-0.10267,-0.019361,-0.05858,1,0
73759,-0.800663,1.331149,0.501346,-0.362091,0.419577,-0.041362,0.402469,0.37972,-0.364433,-0.037858,0.365105,0.167235,0.016351,-0.213076,0.316252,0.952598,-0.596326,0.764343,0.608814,0.238351,-0.331265,-0.823048,-0.146804,-0.899626,0.004392,0.106091,0.060262,-0.155003,9.21,0
63906,1.544679,-1.269376,-0.881258,-2.510852,0.811486,3.34777,-1.644163,0.81753,-1.883702,1.469171,-0.188356,-0.977125,0.559053,-0.252749,0.935058,0.135301,-0.078501,0.353365,0.130439,-0.181088,-0.417178,-1.013052,0.136969,0.947616,0.29091,-0.395697,0.044585,0.024391,20,0
131749,-0.82838,0.47708,-0.401213,-1.299934,2.995618,3.679731,0.297276,1.006788,-0.593036,-1.340897,0.200399,-0.440365,-0.340555,-1.041784,0.849672,0.200201,0.709272,0.255993,0.116912,0.293157,-0.069384,-0.416027,-0.206776,0.621831,0.548891,0.626198,-0.004026,0.079498,63.5,0
98868,-0.417273,1.177529,-0.47623,-0.250189,1.817369,-0.388558,1.535041,-0.302095,-0.051809,-1.409951,1.850607,-2.024023,2.208486,0.620472,-1.618398,-0.129218,1.321278,0.847717,0.617313,0.200945,-0.075737,-0.024478,-0.524126,0.21327,1.285334,0.854877,-0.200242,-0.074797,56.73,0
67257,-0.670851,1.232795,1.218184,-0.546334,0.289731,-1.126912,1.025697,-0.353494,0.08845,-0.108029,-0.109954,0.143799,0.489774,-0.896737,0.369363,0.590481,-0.479624,-0.355043,-1.010287,0.192389,-0.324022,-0.681882,-0.034569,0.326824,-0.130651,-0.124707,0.038875,-0.072442,7.12,0
35779,1.007373,-0.317769,1.01921,1.147322,-0.849157,0.235781,-0.595285,0.228901,0.587187,0.009162,0.645365,0.753635,-0.266606,0.004175,-0.008409,0.56075,-0.755697,0.869827,-0.038076,0.017868,0.195481,0.524854,-0.206241,0.009505,0.487757,-0.261566,0.048816,0.034389,79.85,0
65624,-1.24811,-0.436564,-0.521266,-2.225906,2.503025,3.003056,-0.405366,1.073972,1.049235,-1.357362,-0.639204,0.482561,-0.228641,0.072243,0.217586,-0.911876,-0.174849,0.416603,1.506855,-0.013999,0.01504,0.254903,0.0662,1.038841,0.314924,-0.688704,-0.176907,-0.189259,9.95,0
124276,-3.353642,-3.657682,-2.235179,-2.15404,-1.440952,0.167663,5.736055,-0.657394,-0.601007,-2.779644,0.720464,-0.26439,-1.713436,1.43339,-0.49549,-0.950236,-0.280618,0.753629,0.298169,2.836816,1.161184,0.799037,2.350746,0.617588,2.212106,0.165018,-0.567566,0.108802,1296.93,0
65094,1.191764,0.123671,0.125734,0.466992,-0.117594,-0.130153,-0.2153,0.198796,0.047186,-0.107961,1.271984,0.00259,-1.509036,0.253695,0.854684,0.557546,-0.000651,0.061624,-0.132067,-0.198542,-0.249178,-0.801929,0.125896,-0.394587,0.099828,0.132666,-0.02191,0.010309,1.98,0
169091,2.052146,-0.15575,-1.255422,0.194388,0.094628,-0.630244,0.032849,-0.12483,0.401416,0.259639,0.433831,0.664713,-0.511575,0.557798,-0.562598,0.257017,-0.679048,-0.148444,0.618883,-0.234326,-0.275357,-0.721425,0.275658,-0.508387,-0.284466,0.209899,-0.078965,-0.076144,1.98,0
151612,-0.356259,-0.818283,-0.282153,-3.030824,0.099113,-0.928038,-0.05565,-0.100164,-2.134488,1.403648,0.388963,-0.97642,-0.504501,0.037057,-1.263361,-0.184942,-0.200703,0.761818,-0.790496,-0.453176,0.209388,1.129303,0.365295,0.740323,-0.772867,-0.255991,0.39243,0.268473,15,0
122020,-0.420382,0.663959,1.722542,0.358449,0.019675,-0.147696,0.361065,0.123102,0.261134,-0.662099,-1.374722,-0.276886,-0.486058,-0.171821,-0.054498,0.175404,-0.611927,0.400179,-0.744657,-0.179151,0.292812,0.964719,-0.248348,-0.053617,-0.178932,-0.558652,0.208516,0.174827,12,0
79783,-1.252176,1.609434,1.081484,-0.171738,-0.582298,-0.736189,0.290808,0.504674,-0.464346,0.238397,1.385198,0.892548,-0.003824,0.519812,0.122132,0.41969,-0.42248,0.079668,0.159889,0.241648,-0.184094,-0.496354,0.067999,0.509045,-0.123347,0.05305,0.356839,0.165524,16.26,0
117929,-1.191279,-0.794295,1.430723,-1.539293,0.341399,-1.146572,0.15805,-0.027717,0.524462,-1.298895,-0.743976,0.371645,0.702058,-0.224606,0.791118,0.12136,-0.553058,0.139195,-0.123483,0.438825,0.390184,0.787455,0.14539,0.061844,-0.115161,0.703181,0.012804,0.152116,114,0
128315,2.040637,-0.091066,-1.204023,0.195004,0.173531,-0.567491,0.082193,-0.156994,0.252474,0.223946,0.713442,1.209736,0.410316,0.38087,-0.624068,0.131741,-0.64837,-0.378006,0.511948,-0.185118,-0.254266,-0.606087,0.281593,-0.456135,-0.277626,0.207214,-0.069343,-0.074094,0.89,0
146266,1.888395,-0.812473,-0.92758,0.035001,-0.393259,0.085936,-0.586254,0.083683,1.852453,-0.357068,-1.796625,-0.311931,-0.900157,0.043281,0.802901,0.148272,-0.655194,0.696476,0.16874,-0.082229,0.222901,0.655092,-0.040013,0.083479,0.070232,-0.410256,0.029026,-0.024372,91.27,0
124396,-0.25622,0.613943,-1.501689,-0.521429,0.693147,0.330263,0.854874,0.536824,0.256621,-1.870448,-0.226963,0.657506,0.259171,-1.313123,-0.131074,-0.785717,1.964522,-1.15408,-1.402859,-0.130753,0.201246,0.638944,0.726041,-1.168825,-2.097408,-0.359962,0.264269,0.329157,138.09,0
73831,-0.708082,1.693679,-0.332246,0.590975,1.553882,-1.779952,1.276464,-0.127466,-1.156563,-1.996635,2.337185,-0.323606,-0.990532,-3.167827,-0.211268,1.325032,2.33232,1.948197,-1.112471,-0.034182,-0.030817,-0.194504,-0.316519,0.18241,0.215525,-0.499987,0.118959,0.200061,1,0
9158,0.8463,-0.985838,0.377865,-1.141778,-0.753485,0.201058,-0.482022,0.155776,2.745993,-1.491686,2.668166,-1.14778,1.031857,1.793866,0.247862,-1.036222,1.118664,-0.180039,0.164982,0.119452,0.024356,0.19548,-0.155105,-0.29207,0.259276,0.006698,-0.0088,0.021351,170.59,0
163697,-0.658151,0.632728,0.233426,-0.021658,-0.141635,0.208179,0.016844,0.557591,0.017884,-0.291007,0.824754,1.492517,1.035142,0.275465,-0.00664,-0.052839,-0.3746,0.386269,1.072444,0.071367,0.022529,0.144113,0.496574,0.68866,-1.52964,-0.736645,0.351395,0.263702,66.35,0
159888,-3.146402,2.543688,-0.328957,2.499684,-0.112949,0.959888,-0.501032,0.632631,0.272793,2.741197,-2.087002,-0.176744,0.824761,-0.763546,-0.869126,1.375467,-1.158056,0.261977,-1.775934,-0.465065,0.311103,0.809607,0.085183,0.21283,-0.312526,-0.24838,-2.73144,-0.754864,0,0
40119,1.224228,-1.274155,0.082854,-1.297044,-0.717961,0.819442,-0.925822,0.236627,-1.897586,1.166677,0.576974,-0.156914,0.446505,-0.255008,0.656974,-2.348165,2.187039,-2.394415,-1.639794,-0.382616,-0.035248,0.467433,0.035343,-0.617693,0.309554,0.038539,0.080375,0.007005,64,0
95589,-1.688725,1.553733,-0.455106,0.262975,0.663963,0.288637,0.420548,-0.270454,2.919929,1.290438,-0.603617,-1.605397,2.789025,0.291841,-2.22535,-1.365199,0.961116,-0.729323,1.317762,0.283132,-0.512468,-0.400032,0.416737,0.255351,-1.090274,-0.022415,0.123428,0.726633,0.01,0
145219,1.900542,-0.436588,-0.304807,0.504231,-0.786246,-0.750868,-0.403763,-0.093573,1.298534,-0.177631,-0.828747,0.448655,-0.06112,0.006251,0.673342,0.20214,-0.528158,-0.170368,-0.091826,-0.151356,-0.155417,-0.398373,0.338068,-0.000628,-0.450895,-0.628831,0.026067,-0.023438,49.99,0
37015,1.092792,-0.980665,0.871552,-0.940521,-0.647203,1.641588,-1.40725,0.656956,-0.722918,0.564663,2.388376,0.587151,0.455,-0.184409,1.473583,0.398791,0.993007,-2.333692,-1.048818,0.038659,0.572569,1.676084,-0.015237,-0.965826,0.08239,0.058273,0.102035,0.006214,39,0
81484,-1.786519,1.139621,1.09397,0.026578,-0.395782,0.541037,-0.389047,1.328705,-0.471532,-0.778194,0.814959,0.486365,-1.648491,0.959762,-0.433572,-0.508272,0.825634,-0.693949,0.007106,-0.259676,-0.035991,-0.232993,-0.147585,-0.297364,0.222343,0.357323,-0.07869,-0.068659,17.73,0
116462,-0.554068,0.685537,0.097507,1.02624,1.359527,-0.959565,1.046821,-0.150298,-0.926481,0.204828,0.684331,0.771088,-0.090206,0.661898,-1.080481,-1.009071,-0.083909,0.177128,1.079339,0.25519,0.220851,0.760018,-0.166496,0.098337,0.036121,-0.404601,0.410967,0.246657,23.52,0
83981,1.175394,0.138896,-0.022843,0.512523,-0.090545,-0.78809,0.34482,-0.155802,-0.096068,-0.095762,-0.097328,0.021481,-0.638655,0.647411,1.088849,-0.230403,0.067046,-1.24307,-0.255894,-0.108612,-0.343601,-1.098581,0.155357,0.058053,0.178908,0.166328,-0.058076,0.01056,39.95,0
93314,-1.331822,2.556196,0.757328,4.120737,0.795114,1.763517,-0.286838,1.101668,-1.420818,1.061877,0.791633,-1.796924,3.4889,2.015952,-0.831865,0.296992,0.691682,0.938457,1.593259,0.370822,-0.130986,-0.12676,-0.352527,-0.238806,0.564171,0.46302,0.176325,0.049012,0,0
76194,1.255894,0.35265,0.305593,0.693848,-0.373537,-1.073703,0.085909,-0.202966,0.034966,-0.282274,-0.068763,0.226241,0.209358,-0.284154,1.095775,0.479276,-0.004251,-0.29718,-0.198428,-0.081428,-0.287666,-0.831344,0.129403,0.344926,0.21544,0.094438,-0.023218,0.030823,1.98,0
647,1.189563,0.229975,0.625193,0.552512,-0.470362,-0.766847,0.017707,-0.111003,-0.329524,0.080094,1.778376,1.477016,0.856472,0.318321,0.244876,0.409575,-0.636995,-0.19321,0.086817,-0.031827,-0.180348,-0.544012,0.135022,0.548809,0.179782,0.061484,-0.029649,0.013586,8.99,0
134036,2.04393,-0.562628,-1.823845,-1.241019,-0.451122,-2.157466,0.448035,-0.506085,1.712318,-0.837128,-0.574358,0.049663,-1.895617,0.869113,0.393395,-1.40639,0.401737,-0.535929,0.904641,-0.278155,0.028812,0.238568,0.048865,0.480209,0.261711,-0.157291,-0.056369,-0.065711,41.97,0
82124,1.065029,-1.702675,0.468096,-1.154152,-1.930156,-0.831759,-0.771192,-0.239458,-1.779664,1.306102,-0.409048,-0.786979,0.658304,-0.34685,0.773566,-0.162807,0.427116,-0.048395,-0.312363,0.143067,-0.230708,-0.823064,-0.020781,0.353916,0.051354,-0.43484,0.000816,0.06951,239.57,0
52854,1.240139,0.012733,0.337645,0.126678,-0.562477,-1.058318,0.046383,-0.285787,0.096351,-0.157326,-0.156466,0.601695,0.951312,0.034876,0.9557,0.203945,-0.358287,-0.421453,-0.089479,0.038616,0.088017,0.285179,-0.104964,0.510059,0.422849,1.108704,-0.081014,0.007854,31.05,0
141467,-1.672781,-0.297911,1.100069,0.536479,-1.03361,-0.089811,0.223878,0.313842,-1.429984,0.152141,-1.612647,-1.007158,-0.799682,0.433295,0.711001,-1.546676,0.281864,1.817797,-0.099032,-0.535238,-0.285006,-0.52076,-0.389063,-0.078039,0.430967,-0.374025,0.057859,-0.21805,203,0
58733,-0.351644,1.113208,0.560255,0.762464,0.124958,0.149399,0.212503,0.553516,-0.970619,-0.254308,1.015455,0.839561,0.238512,0.793605,0.535092,-0.155976,-0.143472,0.253215,0.394026,-0.118274,0.238695,0.602099,-0.061548,-0.293727,-0.183287,-0.296219,-0.033233,-0.0341,17.9,0
50595,1.256487,-0.603403,0.635983,-0.697761,-1.179775,-0.819127,-0.556335,-0.09521,-1.108708,0.746008,1.76332,0.407498,0.425909,-0.004083,0.065958,1.36221,0.022665,-1.186007,0.802978,0.193164,0.003086,-0.242117,0.101068,0.521166,0.166605,-0.51745,-0.000114,0.023669,57,0
114387,2.188882,-1.522485,-1.317616,-1.800534,-0.3945,0.963214,-1.290503,0.242091,-1.181841,1.447173,-0.766118,-0.874598,0.092631,-0.271805,0.649326,-1.354593,1.216487,-1.302679,-1.053164,-0.501236,-0.115405,0.228371,0.300122,-0.58916,-0.330549,-0.082227,0.049169,-0.057649,25,0
143068,1.216483,-1.951409,-1.02973,0.844433,-1.01124,0.13654,-0.141789,-0.098702,-0.628523,0.953713,0.344561,0.928017,0.859824,0.104793,-0.505893,-1.094585,-0.65648,1.842801,-1.05958,0.259499,-0.014082,-0.380449,-0.169088,-0.432185,-0.31119,-0.713432,-0.011282,0.03233,440,0
49874,-0.910196,0.653988,2.560313,-0.066149,-0.244651,0.662169,0.116109,0.180195,0.356539,-0.000943,1.175903,0.891789,0.041295,-0.629086,-0.413949,-0.190212,-0.239307,-0.080827,0.086474,0.146179,0.002453,0.365193,-0.191409,0.053336,-0.2157,0.27069,-0.087165,-0.050335,11.5,0
44882,-0.881585,0.549368,2.997233,0.756805,-0.074204,0.978229,0.027911,-0.017392,0.707815,1.16179,1.037486,-0.984152,-2.056044,-0.336128,1.89288,0.126331,-0.661897,1.185434,0.383283,0.360833,0.103044,0.963194,-0.49499,-0.336012,0.029979,-0.091288,-0.0899,-0.491221,13.99,0
42903,-1.667525,-0.283334,2.609027,1.535167,-0.506231,0.505417,-1.259249,1.003595,0.05836,-0.513213,0.152181,0.57706,-0.32523,-0.049411,-0.063446,0.199637,-0.050923,1.374955,1.150451,0.310161,0.400472,0.851553,-0.318215,0.044869,0.274308,0.002959,0.040566,-0.1258,33.89,0
127764,-0.75124,1.232937,0.022214,-0.801895,0.267623,-0.687763,0.509017,-0.74979,0.2825,0.47127,0.781449,0.475724,-1.021338,0.386108,-0.945307,0.028652,-0.475081,-0.278758,0.03504,-0.020363,0.489255,-0.801366,0.209263,-0.03413,-0.454957,0.139853,0.49099,0.225895,4.49,0
87771,-1.350426,1.390405,-0.167461,-2.66275,0.441095,-1.109427,0.83649,0.343835,0.41369,-0.815579,-1.292282,-0.260582,-0.855594,0.482701,-0.357849,0.458712,-0.673395,-0.65423,-0.793393,0.029734,-0.326158,-0.959353,-0.035024,0.553007,0.052678,0.361641,0.302744,0.225979,1,0
92769,-0.122517,1.08025,0.097051,-0.112375,1.179005,-0.591278,0.905122,-0.20788,0.890152,-1.375193,0.243118,-2.75601,1.5898,0.566191,-0.661983,-0.004129,1.359287,0.107299,0.144466,-0.041717,-0.381402,-0.825699,0.08009,0.453372,-0.781749,0.12212,0.110531,0.211142,8.99,0
70586,-0.458954,0.73316,1.922854,0.092723,-1.117316,-0.203329,-0.634316,0.664596,-0.224955,-0.504466,1.248147,1.16139,0.802155,0.062322,0.494373,1.001184,-0.763265,0.969718,-0.33931,-0.122218,0.437265,1.164366,0.001721,0.589618,-0.599933,0.333211,-0.048226,-0.015475,5.43,0
138416,-26.054765,-37.154221,-4.707242,7.258823,14.929359,-12.709475,-7.004254,1.323841,-1.056135,-1.344687,-1.391533,0.864529,1.912425,2.247206,0.79211,1.471444,0.6464,0.265946,-0.790931,13.530721,4.293728,-2.389004,4.259335,0.731504,1.704721,-0.393755,-0.374638,-4.601959,2160.12,0
1421,-1.241528,1.249251,1.079731,-0.962119,-0.12624,-0.458849,0.531884,0.23913,0.582349,0.475189,0.468444,-0.161112,-1.824175,0.18648,-0.748657,0.298975,-0.593563,0.173351,0.110645,0.314824,-0.272125,-0.526305,-0.079724,-0.023222,-0.103551,0.314794,0.603232,0.346903,5,0
43011,-1.144849,-0.401165,2.190218,-1.052164,0.516164,1.810331,-0.355612,0.878711,0.34781,-1.177156,1.636056,1.478458,-0.077108,-0.397423,-0.589715,-1.045786,0.831591,-1.987888,-1.354948,-0.009699,0.095215,0.388064,0.207665,-0.957998,-0.651329,0.877579,0.087011,0.099199,55.07,0
110128,-0.022073,0.838579,0.29191,-0.559094,0.697555,-0.556003,0.835592,-0.120039,1.003068,-0.621999,1.408916,-1.800839,1.619589,1.728022,-1.812494,0.177285,-0.052345,0.141189,0.128983,-0.017478,-0.370151,-0.712748,0.069325,-0.431487,-0.488943,0.103178,0.20949,0.079152,18.35,0
29046,1.104826,-0.972199,0.380303,-0.607971,-1.330179,-0.85893,-0.500189,-0.071808,-0.933658,0.774233,1.479676,-0.384746,-0.949049,0.307481,0.194478,1.345813,0.120158,-0.822184,0.69633,0.272408,0.242604,0.231688,-0.104167,0.525336,0.311374,-0.292783,-0.03002,0.029105,140,0
82089,-0.627738,1.496561,0.949249,0.462909,-0.183466,-0.898197,0.381438,0.18395,-0.891135,-0.661939,-0.13931,0.703982,1.490699,-0.285659,1.022438,0.155272,0.328285,-0.153172,0.594357,0.00187,-0.08482,-0.362216,0.085952,0.382065,-0.682337,0.072854,-0.116295,0.112211,0.89,0
45955,1.00496,-0.190185,0.128576,1.090508,-0.212599,0.084024,-0.097979,0.214406,0.07905,0.217904,0.821639,-0.368958,-2.260548,1.003606,0.772143,0.266943,-0.432439,0.379796,-0.431762,-0.123527,0.153472,0.188554,-0.180245,-0.349509,0.506738,-0.249918,-0.000455,0.01515,89.4,0
56756,-1.035865,1.157923,1.5563,-0.055159,0.857027,0.295143,0.8124,-0.400243,-0.214471,1.086334,0.69913,0.285677,0.730061,-0.367607,0.904414,0.099484,-0.938792,0.477788,1.765979,0.510981,-0.367911,-0.663724,-0.401305,-0.824383,0.159035,0.256531,-0.343803,-0.229431,3.96,0
62255,1.258789,-1.526712,0.204128,-1.128532,-1.531329,-0.422683,-0.814257,-0.176289,-1.45129,1.230629,-1.269752,-0.808623,0.401855,-0.621598,-0.561035,-0.733736,0.752375,-0.231785,0.320609,-0.054099,-0.349168,-0.774234,-0.120078,-0.129691,0.424434,-0.252729,0.013852,0.039102,153.99,0
49507,-0.766744,0.449209,0.441954,1.101474,-1.078727,-0.221844,1.157925,0.321751,-1.042154,-0.42697,1.198451,0.644744,-0.20112,0.904984,0.306661,0.054682,-0.225309,0.68111,0.491495,0.429136,0.391783,0.534149,0.580767,0.507986,-0.090346,-0.365657,-0.140722,-0.007592,273.5,0
422,-0.792748,-0.554385,1.698544,-3.774039,0.005129,-0.353166,0.362089,0.044961,1.968388,-2.245798,1.034873,1.433988,-0.047105,-0.383137,-0.047075,-0.410726,-0.872548,0.520402,-0.53433,-0.003959,0.325067,1.155921,-0.171941,-0.268315,0.005261,-1.02147,0.014806,-0.077789,60.92,0
162010,1.779306,-0.390384,-1.498557,0.479274,0.018319,-0.365695,-0.147003,0.031587,0.559087,-0.339422,1.210155,0.476155,-0.647262,-0.87027,-0.151408,0.69903,0.432259,0.643821,-0.07403,0.035889,-0.010472,-0.188746,0.16382,0.612377,-0.336069,0.341998,-0.065658,-0.013874,109.9,0
32107,-1.640204,1.390191,0.715786,2.581075,0.148316,-0.207899,0.062997,0.805796,-1.941127,0.104385,-0.671011,-0.047285,0.14553,1.034542,0.86531,-0.05895,0.473566,-0.526546,-0.12543,-0.208775,0.168918,0.133371,-0.251661,0.104037,-0.010253,0.144935,-0.192157,-0.16286,38.03,0
138143,2.072593,-0.029835,-1.119507,0.378626,-0.041649,-1.121333,0.20506,-0.345093,0.499725,0.063363,-0.814616,0.572221,0.432662,0.1984,0.013215,-0.078228,-0.361281,-0.863518,0.199355,-0.197293,-0.294914,-0.698286,0.317702,-0.100978,-0.267167,0.203916,-0.068721,-0.060665,1.98,0
135099,2.013351,-0.485785,-0.51142,0.326804,-0.53823,-0.127189,-0.73896,0.085697,1.292415,0.054791,-1.151788,-0.204484,-0.616287,-0.036581,0.733231,0.410515,-0.51387,0.184965,-0.366747,-0.220888,0.227919,0.800441,0.156898,0.647258,-0.222397,0.622001,-0.030768,-0.045884,5.99,0
